[DEBUG] main.cpp:25:main(): expectedPointsAmount = 100
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.000s | Y: -0.060m | X: 0.003 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.177

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.940s | Y: 0.000m | X: 0.320 | VY: 0.000 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.220

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.950s | Y: 0.000m | X: 0.323 | VY: 0.000 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.223

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.960s | Y: 0.000m | X: 0.326 | VY: 0.000 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.226

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.970s | Y: 0.000m | X: 0.329 | VY: 0.000 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.229

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.980s | Y: 0.000m | X: 0.332 | VY: 0.000 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.232

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.990s | Y: 0.000m | X: 0.335 | VY: 0.000 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.235

[DEBUG] physicalModel.cpp:93:calculateModel(): amountPoints = 100
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.000s | Y: 0.005m | X: 0.003 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.097

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.010s | Y: 0.005m | X: 0.006 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.094

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.020s | Y: 0.005m | X: 0.009 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.091

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.030s | Y: 0.005m | X: 0.012 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.088

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.040s | Y: 0.005m | X: 0.015 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.085

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.050s | Y: 0.005m | X: 0.018 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.082

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.060s | Y: 0.005m | X: 0.021 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.079

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.070s | Y: 0.005m | X: 0.024 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.076

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.080s | Y: 0.005m | X: 0.027 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.073

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.090s | Y: 0.005m | X: 0.030 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.070

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.100s | Y: 0.005m | X: 0.033 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.067

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.110s | Y: 0.005m | X: 0.036 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.064

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.120s | Y: 0.005m | X: 0.039 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.061

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.130s | Y: 0.005m | X: 0.042 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.058

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.140s | Y: 0.005m | X: 0.045 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.055

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.150s | Y: 0.005m | X: 0.048 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.052

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.160s | Y: 0.005m | X: 0.051 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.049

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.170s | Y: 0.005m | X: 0.054 | VY: -0.003 | VX: 0.332 | AY: 0.000 | AX: 0.000 | distance = 0.046

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.180s | Y: 0.005m | X: 0.058 | VY: -0.007 | VX: 0.362 | AY: 0.000 | AX: 0.000 | distance = 0.042

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.190s | Y: 0.005m | X: 0.062 | VY: -0.010 | VX: 0.389 | AY: 0.000 | AX: 0.000 | distance = 0.038

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.200s | Y: 0.005m | X: 0.066 | VY: -0.013 | VX: 0.414 | AY: 0.000 | AX: 0.000 | distance = 0.034

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.210s | Y: 0.005m | X: 0.070 | VY: -0.016 | VX: 0.437 | AY: 0.000 | AX: 0.000 | distance = 0.030

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.220s | Y: 0.004m | X: 0.075 | VY: -0.019 | VX: 0.456 | AY: 0.000 | AX: 0.000 | distance = 0.025

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.230s | Y: 0.004m | X: 0.080 | VY: -0.022 | VX: 0.472 | AY: 0.000 | AX: 0.000 | distance = 0.021

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.240s | Y: 0.004m | X: 0.084 | VY: -0.024 | VX: 0.486 | AY: 0.000 | AX: 0.000 | distance = 0.016

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.250s | Y: 0.004m | X: 0.089 | VY: -0.027 | VX: 0.496 | AY: 0.000 | AX: 0.000 | distance = 0.011

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.260s | Y: 0.003m | X: 0.094 | VY: -0.029 | VX: 0.503 | AY: 0.000 | AX: 0.000 | distance = 0.006

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.270s | Y: 0.003m | X: 0.100 | VY: -0.031 | VX: 0.506 | AY: 0.000 | AX: 0.000 | distance = 0.003

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.280s | Y: 0.003m | X: 0.105 | VY: -0.033 | VX: 0.507 | AY: 0.000 | AX: 0.000 | distance = 0.005

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.290s | Y: 0.002m | X: 0.110 | VY: -0.035 | VX: 0.504 | AY: 0.000 | AX: 0.000 | distance = 0.010

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.300s | Y: 0.002m | X: 0.115 | VY: -0.037 | VX: 0.497 | AY: 0.000 | AX: 0.000 | distance = 0.015

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.310s | Y: 0.002m | X: 0.119 | VY: -0.038 | VX: 0.488 | AY: 0.000 | AX: 0.000 | distance = 0.020

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.320s | Y: 0.001m | X: 0.124 | VY: -0.039 | VX: 0.475 | AY: 0.000 | AX: 0.000 | distance = 0.024

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.330s | Y: 0.001m | X: 0.129 | VY: -0.040 | VX: 0.459 | AY: 0.000 | AX: 0.000 | distance = 0.029

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.340s | Y: 0.000m | X: 0.133 | VY: -0.040 | VX: 0.440 | AY: 0.000 | AX: 0.000 | distance = 0.033

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.350s | Y: -0.000m | X: 0.137 | VY: -0.040 | VX: 0.419 | AY: 0.000 | AX: 0.000 | distance = 0.037

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.360s | Y: -0.000m | X: 0.141 | VY: -0.040 | VX: 0.394 | AY: 0.000 | AX: 0.000 | distance = 0.041

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.370s | Y: -0.001m | X: 0.145 | VY: -0.040 | VX: 0.367 | AY: 0.000 | AX: 0.000 | distance = 0.045

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.380s | Y: -0.001m | X: 0.148 | VY: -0.040 | VX: 0.338 | AY: 0.000 | AX: 0.000 | distance = 0.048

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.390s | Y: -0.002m | X: 0.151 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.052

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.400s | Y: -0.002m | X: 0.155 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.055

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.410s | Y: -0.002m | X: 0.158 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.058

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.420s | Y: -0.003m | X: 0.161 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.061

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.430s | Y: -0.003m | X: 0.164 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.064

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.440s | Y: -0.004m | X: 0.167 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.067

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.450s | Y: -0.004m | X: 0.170 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.070

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.460s | Y: -0.004m | X: 0.173 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.073

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.470s | Y: -0.005m | X: 0.176 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.076

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.480s | Y: -0.005m | X: 0.179 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.079

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.490s | Y: -0.006m | X: 0.182 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.082

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.500s | Y: -0.006m | X: 0.185 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.085

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.510s | Y: -0.006m | X: 0.188 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.088

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.520s | Y: -0.007m | X: 0.191 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.091

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.530s | Y: -0.007m | X: 0.194 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.095

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.540s | Y: -0.007m | X: 0.197 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.098

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.550s | Y: -0.008m | X: 0.200 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.101

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.560s | Y: -0.008m | X: 0.203 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.104

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.570s | Y: -0.009m | X: 0.207 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.107

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.580s | Y: -0.009m | X: 0.210 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.110

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.590s | Y: -0.009m | X: 0.213 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.113

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.600s | Y: -0.010m | X: 0.216 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.116

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.610s | Y: -0.010m | X: 0.219 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.119

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.620s | Y: -0.011m | X: 0.222 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.122

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.630s | Y: -0.011m | X: 0.225 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.125

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.640s | Y: -0.011m | X: 0.228 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.128

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.650s | Y: -0.012m | X: 0.231 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.132

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.660s | Y: -0.012m | X: 0.234 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.135

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.670s | Y: -0.012m | X: 0.237 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.138

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.680s | Y: -0.013m | X: 0.240 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.141

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.690s | Y: -0.013m | X: 0.243 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.144

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.700s | Y: -0.014m | X: 0.246 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.147

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.710s | Y: -0.014m | X: 0.249 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.150

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.720s | Y: -0.014m | X: 0.252 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.153

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.730s | Y: -0.015m | X: 0.256 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.156

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.740s | Y: -0.015m | X: 0.259 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.159

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.750s | Y: -0.016m | X: 0.262 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.162

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.760s | Y: -0.016m | X: 0.265 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.165

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.770s | Y: -0.016m | X: 0.268 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.169

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.780s | Y: -0.017m | X: 0.271 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.172

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.790s | Y: -0.017m | X: 0.274 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.175

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.800s | Y: -0.018m | X: 0.277 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.178

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.810s | Y: -0.018m | X: 0.280 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.181

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.820s | Y: -0.018m | X: 0.283 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.184

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.830s | Y: -0.019m | X: 0.286 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.187

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.840s | Y: -0.019m | X: 0.289 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.190

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.850s | Y: -0.019m | X: 0.292 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.193

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.860s | Y: -0.020m | X: 0.295 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.196

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.870s | Y: -0.020m | X: 0.298 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.199

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.880s | Y: -0.021m | X: 0.301 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.202

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.890s | Y: -0.021m | X: 0.304 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.206

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.900s | Y: -0.021m | X: 0.308 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.209

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.910s | Y: -0.022m | X: 0.311 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.212

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.920s | Y: -0.022m | X: 0.314 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.215

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.930s | Y: -0.023m | X: 0.317 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.218

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.940s | Y: -0.023m | X: 0.320 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.221

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.950s | Y: -0.023m | X: 0.323 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.224

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.960s | Y: -0.024m | X: 0.326 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.227

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.970s | Y: -0.024m | X: 0.329 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.230

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.980s | Y: -0.025m | X: 0.332 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.233

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.990s | Y: -0.025m | X: 0.335 | VY: -0.039 | VX: 0.306 | AY: 0.000 | AX: 0.000 | distance = 0.236

[DEBUG] physicalModel.cpp:93:calculateModel(): amountPoints = 100
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.000s | Y: 0.010m | X: 0.003 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.098

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.010s | Y: 0.010m | X: 0.006 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.095

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.020s | Y: 0.010m | X: 0.009 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.092

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.030s | Y: 0.010m | X: 0.012 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.089

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.040s | Y: 0.010m | X: 0.015 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.086

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.050s | Y: 0.010m | X: 0.018 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.083

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.060s | Y: 0.010m | X: 0.021 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.080

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.070s | Y: 0.010m | X: 0.024 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.077

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.080s | Y: 0.010m | X: 0.027 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.074

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.090s | Y: 0.010m | X: 0.030 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.071

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.100s | Y: 0.010m | X: 0.033 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.068

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.110s | Y: 0.010m | X: 0.036 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.065

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.120s | Y: 0.010m | X: 0.039 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.062

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.130s | Y: 0.010m | X: 0.042 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.059

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.140s | Y: 0.010m | X: 0.045 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.056

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.150s | Y: 0.010m | X: 0.048 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.053

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.160s | Y: 0.010m | X: 0.051 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.050

[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.170s | Y: 0.010m | X: 0.054 | VY: 0.000 | VX: 0.300 | AY: 0.000 | AX: 0.000 | distance = 0.047

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.180s | Y: 0.010m | X: 0.057 | VY: -0.007 | VX: 0.330 | AY: 0.000 | AX: 0.000 | distance = 0.044

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.190s | Y: 0.010m | X: 0.061 | VY: -0.013 | VX: 0.358 | AY: 0.000 | AX: 0.000 | distance = 0.040

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.200s | Y: 0.010m | X: 0.065 | VY: -0.019 | VX: 0.384 | AY: 0.000 | AX: 0.000 | distance = 0.037

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.210s | Y: 0.009m | X: 0.069 | VY: -0.026 | VX: 0.407 | AY: 0.000 | AX: 0.000 | distance = 0.033

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.220s | Y: 0.009m | X: 0.073 | VY: -0.032 | VX: 0.427 | AY: 0.000 | AX: 0.000 | distance = 0.028

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
[DEBUG] physicalModel.cpp:87:calculateModel(): Time: 0.230s | Y: 0.009m | X: 0.078 | VY: -0.038 | VX: 0.445 | AY: 0.000 | AX: 0.000 | distance = 0.024

[DEBUG] physicalModel.cpp:71:calculateModel(): Попал в зону действия поля
